종목명,종목코드,구분1,구분2,단위,유동자산,비유동자산,자산총계,유동부채,비유동부채,부채총계,자본금,자본잉여금,이익잉여금,기타자본항목,자본총계,매출액,영업이익,당기순이익
엠아이텍,179290,제 28기 반기 [2018],K-IFRS,-,22091088139.0,9738082372.0,31829170511.0,9357746870.0,774286451.0,10132033321.0,11873100000.0,3900389800.0,5925858640.0,-2211250.0,21697137190.0,15651491519.0,3828829810.0,3020224486.0
윙입푸드,951009,2018년 반기말,,CNY,381311518.0,123979755.0,505291273.0,158501715.0,10336345.0,168838060.0,39000125.0,0.0,297453088.0,0.0,336453213.0,288855603.0,95418530.0,61804890.0
티로보틱스,117730,제 15기 반기말 [2018],K-IFRS,-,28453228502.0,18725561994.0,47178790496.0,23753587760.0,6086668708.0,29840256468.0,2287729500.0,18230950012.0,-3183622228.0,34767443476744.0,34784778534028.0,33808161772.0,2320564612.0,2808274186.0
베스파,299910,제 6기 3분기 [2018],K-IFRS,-,43101594309.0,3294319857.0,46395914166.0,16121886211.0,1517136843.0,17639023054.0,3178975000.0,137683614621.0,-112559435937.0,453737428.0,28756891112.0,81590904025.0,21523263919.0,-113665542208.0
대유에이피,290120,제 3기 반기 [2018],K-IFRS,-,31693582433.0,42504682410.0,74198264843.0,43195550382.0,3111680180.0,46307230562.0,4000000000.0,12062107555.0,11594248459.0,234678267.0,27891034281.0,95125178211.0,4423978424.0,3296229888.0
로보티즈,108490,제 20기 반기 [2018],K-IFRS,-,23607649585.0,24736544460.0,48344194045.0,4948305491.0,5679242919.0,10627548410.0,4750000000.0,19167710117.0,13732067744.0,66867774.0,37716645635.0,11563289912.0,1098021456.0,1742824794.0
옵티팜,153710,제 19기 반기 [2018],K-IFRS,-,6522714000.0,13791121000.0,20313835000.0,5566155000.0,1235006000.0,6801161000.0,5964441000.0,19190060000.0,0.0,-11641827000.0,13512674000.0,6881782000.0,-69126000.0,-76068000.0
노바텍,285490,제 12기 반기 [2018],K-IFRS,-,17335299411.0,3354972723.0,20690272134.0,1034934698.0,710613859.0,1745548557.0,1890000000.0,1909806520.0,15005127896.0,139739161.0,18944673577.0,10742091268.0,2515203739.0,2958739893.0
엘앤씨바이오,290650,제 8기 반기 [2018],K-IFRS,-,24985724059.0,6426318414.0,31412042473.0,2837893929.0,1395826146.0,4233720075.0,3102166000.0,12246891330.0,11408357334.0,420907734.0,27178322398.0,10288139295.0,3109573924.0,2922680606.0
대보마그네틱,290670,제 24기 반기 [2018],K-IFRS,-,11627752572.0,3460149986.0,15087902558.0,4824351277.0,375697025.0,5200048302.0,1304000000.0,1200000.0,7271557134.0,1311097122.0,9887854256.0,10952817427.0,3061834502.0,2549996735.0
셀리버리,268600,제 5기 반기 [2018],K-IFRS,-,13746719506.0,2165614591.0,15912334097.0,20419834545.0,9275177351.0,29695011896.0,2415221500.0,28044241260.0,0.0,-44242140559.0,-13782677799.0,3352346328.0,-859399890.0,-2038983483.0
노바렉스,194700,제 11기 반기 [2018],K-IFRS,KRW (원),51072307072.0,31184937499.0,82257244571.0,23273329506.0,644639849.0,23917969355.0,4007470000.0,14469505936.0,39491885496.0,370413784.0,58339275216.0,51632811146.0,6158470461.0,5402178944.0
지티지웰니스,219750,제 20기 반기 [2018],K-IFRS,-,19900951648.0,8849919052.0,28750870700.0,9241411684.0,5882905500.0,15124317184.0,2414332500.0,4618602658.0,6227646185.0,365972173.0,13626553516.0,10377595527.0,550113693.0,818140423.0
나우아이비캐피탈,293580,제 12기 반기 [2018],K-IFRS,-,53009431413.0,0.0,53009431413.0,800706373.0,0.0,800706373.0,37525000000.0,2100000.0,14796220778.0,-114595738.0,52208725040.0,4923582944.0,2921834972.0,2205757706.0
하나제약,293480,제 40기 [2017],K-IFRS,-,79398183027.0,62152590496.0,141550773523.0,48712869792.0,11540376656.0,60253246448.0,6059270000.0,3199977442.0,69506408062.0,2531871571.0,81297527075.0,139331265576.0,31929642579.0,24302485917.0
크리스에프앤씨,110790,제 21기 반기 [2018],K-IFRS,-,134609005146.0,80796642252.0,215405647398.0,72898297195.0,4090000000.0,76988297195.0,9957480000.0,1185281840.0,128049774595.0,-775186232.0,138417350203.0,123422285171.0,19936407762.0,18427653080.0
푸드나무,290720,제 6기 반기 [2018],K-IFRS,-,11408660002.0,5476535822.0,16885195824.0,3920155689.0,453518172.0,4373673861.0,2705744000.0,179256000.0,9609499906.0,17022057.0,12511521963.0,26043325195.0,3457978961.0,3091766175.0
에스퓨얼셀,288620,제 5기 반기 [2018],K-IFRS,-,24122140021.0,1388689504.0,25510829525.0,15478917110.0,972235286.0,16451152396.0,2213808000.0,96896440.0,6491020077.0,257952612.0,9059677129.0,14940372958.0,2186980909.0,1741641126.0
바이오솔루션,086820,제 19기 1분기 [2018],K-IFRS,-,4484222556.0,2976031484.0,7460254040.0,1638783086.0,1463973983.0,3102757069.0,3062722000.0,12402537140.0,0.0,-11107762169.0,4357496971.0,2076211256.0,-66711716.0,-63630681.0
오파스넷,173130,제 15기 1분기,K-IFRS,-,26401367183.0,3807355463.0,30208722646.0,11225243274.0,2420717629.0,13645960903.0,1483751000.0,568978420.0,14475179069.0,34853254.0,16562761743.0,11635924367.0,-184799765.0,-104396457.0
에이피티씨,089970,제 17기 1분기 [2018],K-IFRS,-,34104006006.0,5652284609.0,39756290615.0,8580504170.0,712230770.0,9292734940.0,2139459500.0,1158253772.0,18332519641.0,8833322762.0,30463555675.0,20289187000.0,7832371508.0,6498485342.0
액트로,290740,제 7기 1분기 [2018],K-IFRS,-,46795966106.0,27382491855.0,74178457961.0,35203171787.0,2839073332.0,38042245119.0,1882027000.0,14363780686.0,21781334465.0,-1890929309.0,36136212842.0,46358682872.0,12013568692.0,9269805789.0
디지캡,197140,제 19기 반기 [2018],K-IFRS,-,13594118551.0,18827281455.0,32421400006.0,5457129464.0,11039984027.0,16497113491.0,1576790500.0,5135917580.0,8008269890.0,1203308545.0,15924286515.0,8712730578.0,271908733.0,-589288559.0
명성티엔에스,257370,제 18기 반기 [2018],K-IFRS,-,32306050141.0,22585836402.0,54891886543.0,23400051029.0,14227497100.0,37627548129.0,2500000000.0,161292020.0,14648801168.0,-45754774.0,17264338414.0,33236692182.0,4518954226.0,3431153096.0
우진아이엔에스,010400,제 44기 1분기말 [2018],K-IFRS,-,72606698385.0,30056831315.0,102663529700.0,24054256336.0,1290227191.0,25344483527.0,3111000000.0,2346445803.0,70354520080.0,1507080290.0,77319046173.0,34343902011.0,3459144492.0,2593872251.0
올릭스,226950,제 9기 1분기 [2018],K-IFRS,-,13792597888.0,5445902620.0,19238500508.0,427869083.0,1960621103.0,2388490186.0,2602772000.0,27990598067.0,-14270959793.0,527600048.0,16850010322.0,0.0,-2005961982.0,-1942489177.0
엠코르셋,204020,제 20기 1분기 [2018],K-IFRS,-,60363970238.0,8423538483.0,68787508721.0,21328738209.0,0.0,21328738209.0,4411814000.0,6203443244.0,35816455870.0,1027057398.0,47458770512.0,23849562768.0,1410112512.0,1071564104.0
한국유니온제약,080720,제 34기 1분기 [2018],K-IFRS,-,43327220683.0,19569678376.0,62896899059.0,32299562888.0,4974325917.0,37273888805.0,2100000000.0,0.0,22403652291.0,1119357963.0,25623010254.0,12638436704.0,3007798838.0,2409505806.0
롯데정보통신,114910,제 2기 1분기말 [2018],K-IFRS,KRW (원),264690813781.0,294014683930.0,558705497711.0,295967564838.0,40304465294.0,336272030132.0,50000000000.0,142927846143.0,9196834195.0,20308787241.0,222433467579.0,183860574277.0,5737241108.0,4542054543.0
티웨이항공,091810,제 16기 1분기 [2018],K-IFRS,-,195267470106.0,73832538266.0,269100008372.0,160214726995.0,27293070334.0,187507797329.0,31047280369.0,27725475571.0,22436375701.0,383079402.0,81592211043.0,203849000858.0,46392131874.0,36309855536.0
디아이티,110990,제 14기 1분기 [2018],K-IFRS,-,172949953349.0,38495118287.0,211445071636.0,82655259031.0,681901355.0,83337160386.0,1514250000.0,24758140.0,126577581337.0,-8678227.0,128107911250.0,43278518433.0,7567894510.0,7098591967.0
에스에스알,275630,제 9기 1분기 [2018],K-IFRS,-,7191899434.0,5330437070.0,12522336504.0,3999123568.0,660000000.0,4659123568.0,2099983500.0,2690428007.0,2740354486.0,332446943.0,7863212936.0,1902331383.0,-1349324693.0,-1336286979.0
휴네시온,290270,제 16기 1분기 [2018],K-IFRS,-,9069030488.0,1523758289.0,10592788777.0,1707721976.0,34864634.0,1742586610.0,1785795000.0,1304295480.0,5760111687.0,0.0,8850202167.0,2036635879.0,-625389864.0,-513356160.0
대유,290380,제 43기 1분기 [2018],K-IFRS,-,26317893519.0,13798746027.0,40116639546.0,4838996474.0,4152702278.0,8991698752.0,3000000000.0,0.0,21941507940.0,6183432854.0,31124940794.0,9829900265.0,3477572501.0,2778688460.0
이리츠코크렙기업,088260,제 25기 반기 [2018.01~2018.03],K-IFRS,-,17191821736.0,486873505097.0,504065326833.0,268239590548.0,9051582954.0,277291173502.0,23760060000.0,0.0,194442799143.0,8571294188.0,226774153331.0,6884779227.0,5146177709.0,2262804610.0
이원다이애그노믹스,245620,제 6기 1분기 [2018],K-IFRS,-,8665160890.0,4163466938.0,12828627828.0,2814809727.0,0.0,2814809727.0,2854509400.0,20965806320.0,-13806396445.0,-101174.0,10013818101.0,2001594453.0,-980772394.0,-951902114.0
에스브이인베스트먼트,289080,제 12기 [2018],K-IFRS,-,33172228465.0,714491162.0,33886719627.0,8279985815.0,2315622950.0,10595608765.0,11300000000.0,1582632787.0,9690777923.0,717700152.0,23291110862.0,17961441215.0,7561825679.0,6148693302.0
아이큐어,175250,제 19기 1분기 [2018],K-IFRS,KRW (원),17944481720.0,37811677227.0,55756158947.0,12619011366.0,23849332956.0,36468344322.0,2454067000.0,25580741825.0,0.0,-8746994200.0,19287814625.0,8881589452.0,988404153.0,2041795628.0
제노레이,122310,제 17기 [2017],K-IFRS,-,24703577548.0,13029610281.0,37733187829.0,10583989488.0,2851612582.0,13435602070.0,1777612000.0,7330652067.0,14704977882.0,484343810.0,24297585759.0,44491538033.0,6203087701.0,5169983224.0
세종메디칼,258830,제 8기 [2017],K-IFRS,KRW (),11319912692.0,14418000040.0,25737912732.0,2696071833.0,1287391424.0,3983463257.0,2748420500.0,0.0,18927939784.0,78089191.0,21754449475.0,14549536200.0,5187327835.0,2704537927.0
현대사료,016790,제 35기 [2017],K-IFRS,-,64661416548.0,20176892999.0,84838309547.0,33954627312.0,2145326720.0,36099954032.0,2289260000.0,0.0,46449095515.0,0.0,48738355515.0,87143007495.0,4134207549.0,5604218356.0
파워넷,037030,제 26기 1분기 [2018],K-IFRS,KRW (원),41559580457.0,13221114046.0,54780694503.0,20129664448.0,1325886619.0,21455551067.0,10117117000.0,0.0,14269690513.0,8938335923.0,33325143436.0,27478784774.0,1593802370.0,1443987428.0
애경산업,018250,제 33기 3분기 [2017],K-IFRS,-,147507945161.0,94136841924.0,241644787085.0,113216403832.0,12887259345.0,126103663177.0,21322335000.0,4952203359.0,88850345798.0,416239751.0,115541123908.0,440581470694.0,41813596216.0,32922430093.0
케어랩스,263700,제 6기 3분기 [2017],K-IFRS,-,7587433430.0,23712055327.0,31299488757.0,7441470265.0,5126340193.0,12567810458.0,2167700000.0,0.0,7538341875.0,9025636424.0,18731678299.0,28848365280.0,4799733563.0,4001533596.0
JTC,950170,제 24기 3분기 [2017],IFRS,KRW (원),154135415237.0,78548060055.0,232683475292.0,59905678491.0,38714374965.0,98620053456.0,6102640791.0,5348762991.0,118545100027.0,4066918027.0,134063421836.0,416562952262.0,24908650677.0,19130774616.0
오스테오닉,226400,제 6기 3분기 [2017],K-IFRS,-,15428618425.0,11234333204.0,26662951629.0,6964062510.0,7870672583.0,14834735093.0,2609497500.0,7089520050.0,2070477210.0,58721776.0,11828216536.0,5001782681.0,536855435.0,142100215.0
엔지켐생명과학,183490,제 19기 3분기 [2017],K-IFRS,-,22513565592.0,12575041154.0,35088606746.0,7199250425.0,2751189873.0,9950440298.0,3417687500.0,0.0,0.0,21720478948.0,25138166448.0,17046518581.0,-4788129388.0,-5014291085.0
에코마이스터,064510,제 36기 3분기 [2017],K-IFRS,KRW (원),36266922724.0,73593566626.0,109860489350.0,46167480401.0,11667013200.0,57834493601.0,4874170000.0,0.0,18751330604.0,28400495145.0,52025995749.0,19421081745.0,3222913032.0,574984385.0
린드먼아시아인베스트먼트,277070,제 12기 3분기 [2017],K-IFRS,-,16870877277.0,646419614.0,17517296891.0,595138367.0,978598749.0,1573737116.0,5000000000.0,0.0,10642076378.0,301483397.0,15943559775.0,5057277096.0,2389261589.0,1877636903.0
씨앤지하이테크,264660,제 16기 3분기 [2017],K-IFRS,-,27746469210.0,4939036788.0,32685505998.0,7944364156.0,714464967.0,8658829123.0,1438050000.0,0.0,18247511611.0,4341115264.0,24026676875.0,61248763014.0,7955843490.0,6425477950.0
에스지이,255220,제 9기 3분기 [2017],K-IFRS,-,43926142020.0,61635632773.0,105561774793.0,70632403417.0,11743785490.0,82376188907.0,1000000000.0,96610000.0,23502580743.0,-1413604857.0,23185585886.0,64759798681.0,5585139083.0,3657177310.0
배럴,267790,제 8기 3분기 [2017],K-IFRS,-,16923872579.0,2415174896.0,19339047475.0,2541082050.0,3454634549.0,5995716599.0,2727273000.0,0.0,12992887001.0,-2376829125.0,13343330876.0,30536195060.0,5858635279.0,4743592178.0
링크제니시스,219420,제 15기 3분기 [2017],K-IFRS,-,10890798166.0,2952773979.0,13843572145.0,1132235374.0,653727786.0,1785963160.0,212730000.0,6704097681.0,7972001304.0,-2831220000.0,12057608985.0,8168614077.0,2112492249.0,1605145760.0
카페24,042000,제 19기 3분기 [2017],K-IFRS,-,48506353362.0,19153304522.0,67659657884.0,54893962469.0,3327590888.0,58221553357.0,3970307000.0,12348257998.0,0.0,-6880460471.0,9438104527.0,83479623012.0,2876178375.0,2275605893.0
알리코제약,260660,제 27기 3분기 [2017],K-IFRS,-,30182547392.0,26104457386.0,56287004778.0,27609819738.0,7479490187.0,35089309925.0,3211662500.0,896742740.0,17065426225.0,23863388.0,21197694853.0,52317033550.0,7386881327.0,4656094415.0
아시아종묘,154030,제 14기 [2017],K-IFRS,-,18536053152.0,14428184171.0,32964237323.0,15411314256.0,714711913.0,16126026169.0,4092769500.0,0.0,4064698642.0,8680743012.0,16838211154.0,21313525666.0,749992225.0,2409949889.0
동구바이오제약,006620,제 35기 3분기 [2017],K-IFRS,KRW (원),44131513914.0,31267506588.0,75399020502.0,34579686250.0,4697414693.0,39277100943.0,3811403000.0,13086605366.0,20104850159.0,-880938966.0,36121919559.0,75411721332.0,11633745302.0,9471670285.0
디바이스이엔지,187870,제 16기 3분기 [2017],K-IFRS,-,53379589779.0,17317601487.0,70697191266.0,35212250175.0,1072333569.0,36284583744.0,2720000000.0,0.0,28533778568.0,3158828954.0,34412607522.0,98337397603.0,11333906697.0,8452062736.0
시스웍,269620,제 14기 3분기 [2017],K-IFRS,-,17244331637.0,7038576544.0,24282908181.0,3515216295.0,1397183444.0,4912399739.0,1339740000.0,80050.0,18034564279.0,-3875887.0,19370508442.0,25261163586.0,5716349411.0,5150373646.0
스튜디오드래곤,253450,제 2기 [2017.06] 반기,K- IFRS,KRW (원),101130973945.0,170398801430.0,271529775375.0,108139871627.0,10712837155.0,118852708782.0,11018620000.0,114743587561.0,24528837529.0,2386021503.0,152677066593.0,137420019674.0,22858913591.0,16189171199.0
삼양패키징,272550,제 4 반기 [2017],K-IFRS,KRW (원),104229406787.0,396663554003.0,500892960790.0,79162369609.0,188558401129.0,267720770738.0,71049020000.0,115705699842.0,46416008644.0,1461566.0,233172190052.0,169372196247.0,23341716608.0,15156744462.0
비즈니스온커뮤니케이션,138580,제 11기 상반기 [2017],K-IFRS,-,13853894805.0,2093784783.0,15947679588.0,3390891900.0,212928999.0,3603820899.0,3795000000.0,2400000000.0,6148858689.0,0.0,12343858689.0,6252466845.0,2662738590.0,2581737239.0
대원,007680,제 46기 반기 [2017],K-IFRS,KRW (원),253339931940.0,123814541314.0,377154473254.0,99614249394.0,32013703566.0,131627952960.0,5025000000.0,564726530.0,222901429863.0,17035363901.0,245526520294.0,132228366820.0,11587688525.0,18257210543.0
체리부로,066360,제 27기 반기 [2017],K-IFRS,KRW (원),98801622813.0,172552967604.0,271354590417.0,135765015664.0,52721046503.0,188486062167.0,11767320000.0,8387332141.0,58317503000.0,80519671.0,78552674812.0,223920088679.0,24515056511.0,19847171007.0
에스트래픽,234300,제 5기 반기 [2017],K-IFRS,KRW (원),51761170657.0,14747697062.0,66508867719.0,41286502133.0,4514545936.0,45801048069.0,4628346000.0,-3202346000.0,20893944650.0,-1612125000.0,20707819650.0,50755633667.0,4479031237.0,3477925240.0
씨티케이코스메틱스,260930,제 17기 반기 [2017],K-IFRS,-,69046463640.0,17914023817.0,86960487457.0,25569460406.0,1496637932.0,27066098338.0,4051985000.0,0.0,44758360284.0,11084043835.0,59894389119.0,72704157967.0,19806584159.0,12630894316.0
메카로,241770,제 18기 반기 [2017],K-IFRS,-,40812990.0,23128407.0,63941397.0,17572006.0,11798331.0,29370337.0,3917320.0,4761834.0,25397323.0,494582.0,34571059.0,45342775.0,14178184.0,10679155.0
동양피스톤,092780,제 41기 반기 [2017],K-IFRS,KRW (원),84734845109.0,149629762208.0,234364607317.0,124930504065.0,43681847255.0,168612351320.0,4934230000.0,3906303724.0,56911722273.0,0.0,65752255997.0,127181325005.0,8710099281.0,5760314191.0
진에어,272450,제 10기 반기 [2017],K-IFRS,-,250412000000.0,101358000000.0,351770000000.0,204817000000.0,49658000000.0,254475000000.0,27000000000.0,0.0,70382000000.0,-87000000.0,97295000000.0,423927000000.0,46558000000.0,33507000000.0
영화테크,265560,제 17기 [2016],K-IFRS,-,31902526753.0,17733459670.0,49635986423.0,16691074889.0,1842112350.0,18533187239.0,1479990000.0,4346645820.0,24825480659.0,450682705.0,31102799184.0,61373259242.0,6518933075.0,5587199462.0
테이팩스,055490,제 24기 상반기 [2017],K-IFRS,KRW (원),27173801077.0,129300662394.0,156474463471.0,18687716232.0,62194789006.0,80882505238.0,3575000000.0,67520547623.0,4493087196.0,3323414.0,75591958233.0,53962227525.0,6381993525.0,4023875613.0
티슈진,951011,제 19기 [2017 반기],,USD,8274067.0,23697373.0,31971440.0,2629177.0,14652685.0,17281862.0,2232.0,71375398.0,-56686767.0,-1285.0,14689578.0,0.0,-2875741.0,-3285740.0
비디아이,148140,제 26 기 [2017 상반기],K-IFRS,KRW (원),45979392135.0,22231554851.0,68210946986.0,33433758035.0,14559179322.0,47992937357.0,2080000000.0,7509845650.0,10504627306.0,123536673.0,20218009629.0,34987493123.0,4334022751.0,3051378835.0
앱클론,174900,제 8기 반기[2017],K-IFRS,KRW (원),11876384469.0,3372028408.0,15248412877.0,2712611123.0,651387404.0,3363998527.0,3049418000.0,26391435201.0,-18093987631.0,537548780.0,11884414350.0,2423294695.0,-217978569.0,-221320268.0
샘코,263540,제 16기 반기 [2017],K-IFRS,KRW (원),20471325672.0,22441688828.0,42913014500.0,10284908796.0,8844432286.0,19129341082.0,3105565500.0,13701490966.0,6975983304.0,633648.0,23783673418.0,14273267786.0,1445632196.0,717649732.0
선익시스템,900240,제 28기 [2017] 반기,K-IFRS,KRW (원),62715642614.0,20233004197.0,82948646811.0,30091096326.0,1406611809.0,31497708135.0,2500000000.0,12503370696.0,36021637316.0,425930664.0,51450938676.0,71821345653.0,10461632385.0,6962517918.0
엠플러스,259630,제 15기 반기 [2017],K-IFRS,KRW (천원),33800949.0,10750459.0,44551408.0,28282522.0,2965585.0,31248107.0,2037195.0,0.0,2496853.0,8769253.0,13303301.0,28909563.0,3496215.0,2496853.0
신흥에스이씨,243840,제 9기 [2017] 상반기,K-IFRS,KRW (천원),30666003.0,79610734.0,110276737.0,33603548.0,25976962.0,59580510.0,13597958.0,4148176.0,32443953.0,506139.0,50696226.0,60478580.0,4397652.0,3278818.0
유티아이,179900,제 8 기 반기 [2017],K-IFRS,-,27991371987.0,26693649268.0,54685021255.0,19412878900.0,4863250000.0,24276128900.0,2229632500.0,9679340859.0,18147501090.0,352417906.0,30408892355.0,27102631472.0,10408020359.0,7672666983.0
야스,255440,제 16기 반기 [2017],K-IFRS,-,67074759584.0,30132104637.0,97206864221.0,30447094729.0,6376827385.0,36823922114.0,5655000000.0,11221883225.0,43341119960.0,164938922.0,60382942107.0,50257046328.0,12463249908.0,11097493777.0
에스엔피월드,263920,제 16기 반기 [2017],K-IFRS,KRW (원),11020374448.0,8299186936.0,19319561384.0,5555467627.0,1751282304.0,7306749931.0,2908290000.0,383380000.0,8721141453.0,0.0,12012811453.0,13087204107.0,1538191990.0,1219861241.0
상신전자,263810,제 30기 [2017] 반기,K-IFRS,KRW (원),33362191515.0,10968995482.0,44331186997.0,21837933846.0,3021910748.0,24859844594.0,1600000000.0,0.0,17656339428.0,215002975.0,19471342403.0,41436578243.0,3619229955.0,2714325859.0
세원,234100,제 26기 반기[2017],K-IFRS,-,19831473543.0,14098394447.0,33929867990.0,13563458357.0,2240000000.0,15803458357.0,1470000000.0,369000000.0,16287409633.0,0.0,18126409633.0,22005481082.0,1031645097.0,-293176115.0
이더블유케이,258610,제 8기 [2016],K-IFRS,-,17750273205.0,22458934731.0,40209207936.0,16877890119.0,12602942104.0,29480832223.0,2427500000.0,130821880.0,6914012058.0,1256041775.0,10728375713.0,28569861116.0,4425796531.0,3263307275.0
덕우전자,263600,제 25기 [2016],K-IFRS,KRW (원),22233564653.0,39259610618.0,61493175271.0,20316624792.0,1513486793.0,21830111585.0,600000000.0,-255680531.0,39153241975.0,165502242.0,39663063686.0,77312103555.0,13826468469.0,10695576476.0
케이피에스,256940,제 17기 [2016],K-IFRS,KRW (원),19743295937.0,7310116050.0,27053411987.0,16995869769.0,3807776165.0,20803645934.0,1462594000.0,8486223710.0,-3707753099.0,8701442.0,6249766053.0,17547374309.0,2723327656.0,2555349432.0
펄어비스,263750,제 8기 [2017] 3분기,K-IFRS,KRW (원),64154114055.0,5518888782.0,69673002837.0,9911549874.0,4103289679.0,14014839553.0,5133150000.0,2587353683.0,48858536902.0,-920877301.0,55658163284.0,53074796538.0,35186514622.0,29316257600.0
앱클론,174900,제 8기 반기[2017],K-IFRS,KRW (원),11876384469.0,3372028408.0,15248412877.0,2712611123.0,651387404.0,3363998527.0,3049418000.0,26391435201.0,-18093987631.0,537548780.0,11884414350.0,2423294695.0,-217978569.0,-221320268.0
샘코,263540,제 16기 반기 [2017],K-IFRS,KRW (원),20471325672.0,22441688828.0,42913014500.0,10284908796.0,8844432286.0,19129341082.0,3105565500.0,13701490966.0,6975983304.0,633648.0,23783673418.0,14273267786.0,1445632196.0,717649732.0
힘스,238490,제 19기 1분기 [2017],K-IFRS,KRW (천원),41817916.0,19164125.0,60982041.0,28477059.0,6627963.0,35105022.0,2072000.0,1056461.0,23073834.0,-325276.0,25877019.0,22590447.0,4926579.0,3515429.0
이즈미디어,181340,제 16기 1분기 [2017],K-IFRS,KRW (원),40622105286.0,15891971656.0,56514076942.0,25653083644.0,8585909934.0,34238993578.0,2799750000.0,3153783560.0,19095180739.0,-2773630935.0,22275083364.0,11128678545.0,594872643.0,-1475670124.0
셀트리온헬스케어,091990,제 18기 1분기 [2017],K-IFRS,KRW (원),1811039117810.0,38154466990.0,1849193584800.0,1024477014228.0,178946215742.0,1203423229970.0,112084120000.0,380642454831.0,203799007030.0,-50755227031.0,645770354830.0,69947522276.0,10645201522.0,-1804190391.0
지니언스,263860,제 12기 [2016],K-IFRS,KRW (원),21971799477.0,5175596305.0,27147395782.0,4887489470.0,2131663182.0,7019152652.0,625000000.0,6275012822.0,12967333020.0,260897288.0,20128243130.0,20614790949.0,4208086975.0,3657962582.0
데이타솔루션,263800,제 8기 [2017] 1분기,K-IFRS,-,23247351027.0,10353232963.0,33600583990.0,14410828221.0,1949970000.0,16360798221.0,6000290000.0,5978271179.0,5245713909.0,15510681.0,17239785769.0,11794843035.0,-734067067.0,-436782258.0
디앤씨미디어,263720,제 6기 1분기 [2017],K-IFRS,-,11883822296.0,415570868.0,12299393164.0,3148817224.0,157393664.0,3306210888.0,107187500.0,1391320500.0,7472296208.0,22378068.0,8993182276.0,6385012960.0,1348278210.0,1107574632.0
모트렉스,118990,제 16기 [2016],K-IFRS,KRW (원),92489046054.0,44155878900.0,136644924954.0,66489888376.0,7754944853.0,74244833229.0,497070000.0,1496970000.0,61001781061.0,-595729336.0,62400091725.0,235228963581.0,21231062198.0,20303568832.0
알에스오토메이션,140670,제 9기 1분기 [2017],K-IFRS,-,39128585819.0,22340166136.0,61468751955.0,33465181570.0,6417566196.0,39882747766.0,2846000000.0,1218827406.0,17523647644.0,-2470861.0,21586004189.0,19137914479.0,1770974382.0,1559527321.0
제일홀딩스,003380,제 55기 [2016],K-IFRS,KRW (백만원),1950912.0,5117145.0,7068057.0,2769541.0,1984076.0,4753617.0,5033.0,454504.0,707632.0,-358856.0,808313.0,6196497.0,450742.0,371782.0
브이원텍,251630,제 12기 1분기 [2017],K-IFRS,-,29113475691.0,5917272119.0,35030747810.0,7689183089.0,473080000.0,8162263089.0,2924110000.0,1542131600.0,22245135741.0,157107380.0,26868484721.0,9715768879.0,4341969018.0,2598035979.0
아우딘퓨쳐스,227610,제 17기 [2016],K-IFRS,KRW (원),19585273179.0,12622364038.0,32207637217.0,8626945881.0,374608882.0,9001554763.0,2450000000.0,5931292000.0,14824790454.0,0.0,23206082454.0,56780136889.0,9608322226.0,9122506069.0
필옵틱스,161580,제 9기 [2016],K-IFRS,KRW (원),74909837549.0,40896497206.0,115806334755.0,70042999647.0,14398426854.0,84441426501.0,2307600000.0,0.0,25621042025.0,3224979568.0,31153621593.0,182780381672.0,15612996360.0,15131225627.0
삼양옵틱스,225190,제 4기 [2016],K-IFRS,KRW (원),25358848820.0,17288160105.0,42647008925.0,7461534448.0,1237033746.0,8698568194.0,5000000000.0,3851120832.0,24714315793.0,383004106.0,33948440731.0,62786098080.0,19558642362.0,15966108170.0
보라티알,250000,제 2기 [2016],K-IFRS,KRW (원),16969033016.0,10118684740.0,27087717756.0,6772164774.0,4887600000.0,11659764774.0,2506201000.0,4470368577.0,8451383405.0,0.0,15427952982.0,38351960540.0,8500275468.0,7406092758.0
와이엠티,251370,제 18기 [2016],K-IFRS,KRW (원),38317049936.0,41789564097.0,80106614033.0,21285231635.0,15605509578.0,36890741213.0,1542850000.0,9193375978.0,26784404863.0,-141964571.0,37378666270.0,49939560590.0,11079762474.0,7742772715.0
GoldenTabs,004058,제 10기 [2016],K-IFRS,KRW (원),24418948781.0,48324412880.0,72743361661.0,28652722010.0,2366264095.0,31018986105.0,3730768500.0,10564235756.0,27308787393.0,120583907.0,41724375556.0,61280725766.0,11134399727.0,9030783487.0
넷마블게임즈,251270,제 6기 [2016],K-IFRS,KRW (원),721474035426.0,1235948993027.0,1957423028453.0,421228041692.0,225840920703.0,647068962395.0,6777638800.0,350287813252.0,293898589918.0,659390024088.0,1310354066058.0,1500015761165.0,294668353287.0,209247419950.0
ING생명보험,079440,제 26기 [2016],K-IFRS,KRW (백만원),24660260.0,6008470.0,30668730.0,20091232.0,6430082.0,26521314.0,82000.0,498315.0,1766107.0,1800991.0,4147413.0,4265748.0,321884.0,240741.0
아스타,246720,제 11기 3분기 [2016],K-IFRS,KRW (원),6946058769.0,629341696.0,7575400465.0,467844372.0,1073461504.0,1541305876.0,3800011500.0,4252029752.0,-3040602700.0,1022656037.0,6034094589.0,155889362.0,-3025362676.0,-3040602700.0
코미코,183300,제 4기 [2016],K-IFRS,KRW (원),38497655707.0,45719357968.0,84217013675.0,30207739257.0,19457430818.0,49665170075.0,3500000000.0,18197529433.0,12793683759.0,60630408.0,34551843600.0,69143837080.0,12834781242.0,7777370325.0
